,Date,Open,High,Low,Close,Volume,Currency
0,2020-01-02,1875.0,1898.01,1864.15,1898.01,4035910,USD
1,2020-01-03,1864.5,1886.2,1864.5,1874.97,3766604,USD
2,2020-01-06,1860.0,1903.69,1860.0,1902.88,4065698,USD
3,2020-01-07,1904.5,1913.89,1892.04,1906.86,4134010,USD
4,2020-01-08,1898.04,1911.0,1886.44,1891.97,3511966,USD
5,2020-01-09,1909.89,1917.82,1895.8,1901.05,3174962,USD
6,2020-01-10,1905.37,1906.94,1880.0,1883.16,2856959,USD
7,2020-01-13,1891.31,1898.0,1880.8,1891.3,2785844,USD
8,2020-01-14,1885.88,1887.11,1858.55,1869.44,3446381,USD
9,2020-01-15,1872.25,1878.86,1855.09,1862.02,2896592,USD
10,2020-01-16,1882.99,1885.59,1866.02,1877.94,2659493,USD
11,2020-01-17,1885.89,1886.64,1857.25,1864.72,3997340,USD
12,2020-01-21,1865.0,1894.27,1860.0,1892.0,3707785,USD
13,2020-01-22,1896.09,1902.5,1883.34,1887.46,3216257,USD
14,2020-01-23,1885.11,1889.97,1872.76,1884.58,2484613,USD
15,2020-01-24,1891.37,1894.99,1847.44,1861.64,3766181,USD
16,2020-01-27,1820.0,1841.0,1815.34,1828.34,3528509,USD
17,2020-01-28,1840.5,1858.11,1830.02,1853.25,2808040,USD
18,2020-01-29,1864.0,1874.75,1855.02,1858.0,2101390,USD
19,2020-01-30,1858.0,1872.87,1850.61,1870.68,6327438,USD
20,2020-01-31,2051.47,2055.72,2002.27,2008.72,15567283,USD
21,2020-02-03,2010.6,2048.5,2000.25,2004.2,5899094,USD
22,2020-02-04,2029.88,2059.8,2015.37,2049.67,5289338,USD
23,2020-02-05,2071.02,2071.02,2032.0,2039.87,4376174,USD
24,2020-02-06,2041.02,2056.3,2024.8,2050.23,3182954,USD
25,2020-02-07,2041.99,2098.53,2038.1,2079.28,5095347,USD
26,2020-02-10,2085.01,2135.6,2084.96,2133.91,5056235,USD
27,2020-02-11,2150.9,2185.95,2136.0,2150.8,5746011,USD
28,2020-02-12,2163.2,2180.25,2155.29,2160.0,3334264,USD
29,2020-02-13,2144.99,2170.28,2142.0,2149.87,3031791,USD
30,2020-02-14,2155.68,2159.04,2125.89,2134.87,2606169,USD
31,2020-02-18,2125.02,2166.07,2124.11,2155.67,2951070,USD
32,2020-02-19,2167.8,2185.1,2161.12,2170.22,2561165,USD
33,2020-02-20,2173.07,2176.79,2127.45,2153.1,3131342,USD
34,2020-02-21,2142.15,2144.55,2088.0,2095.97,4650740,USD
35,2020-02-24,2003.18,2039.3,1987.97,2009.29,6546997,USD
36,2020-02-25,2026.42,2034.6,1958.42,1972.74,6219094,USD
37,2020-02-26,1970.28,2014.67,1960.45,1979.59,5240402,USD
38,2020-02-27,1934.38,1975.0,1882.76,1884.3,8143993,USD
39,2020-02-28,1814.63,1889.76,1811.13,1883.75,9493797,USD
40,2020-03-02,1906.49,1954.51,1870.0,1953.95,6761651,USD
41,2020-03-03,1975.37,1996.33,1888.09,1908.99,7534491,USD
42,2020-03-04,1946.57,1978.0,1922.0,1975.83,4772919,USD
43,2020-03-05,1933.0,1960.72,1910.0,1924.03,4748210,USD
44,2020-03-06,1875.0,1910.87,1869.5,1901.09,5273580,USD
45,2020-03-09,1773.86,1862.77,1761.29,1800.61,7813232,USD
46,2020-03-10,1870.88,1894.27,1818.17,1891.82,7133310,USD
47,2020-03-11,1857.85,1871.32,1801.5,1820.86,5646831,USD
