,Date,Open,High,Low,Close,Volume,Currency
178,2020-09-16,79.44,79.7,76.58,76.66,38445668,USD
179,2020-09-17,74.5,76.6,74.2,76.55,55619100,USD
180,2020-09-18,77.0,77.4,73.85,74.93,51082900,USD
181,2020-09-21,74.27,77.96,73.96,77.94,61311968,USD
182,2020-09-22,78.35,78.75,75.28,77.7,56044744,USD
183,2020-09-23,77.34,77.86,74.35,74.73,42327512,USD
184,2020-09-24,74.29,77.24,74.01,75.82,57540928,USD
185,2020-09-25,76.35,78.2,74.67,78.06,48206200,USD
186,2020-09-28,79.11,79.57,77.56,79.48,48005488,USD
187,2020-09-29,79.55,82.53,79.51,81.77,61633672,USD
188,2020-09-30,81.79,82.94,80.7,81.99,51533664,USD
189,2020-10-01,83.07,85.24,82.9,84.86,52177124,USD
190,2020-10-02,82.58,84.65,81.66,81.8,52855100,USD
191,2020-10-05,82.55,86.28,82.55,86.15,47056500,USD
192,2020-10-06,86.4,87.23,83.56,84.48,52725432,USD
193,2020-10-07,86.08,87.77,85.66,86.69,43045724,USD
194,2020-10-08,88.1,88.7,85.97,86.51,54240704,USD
195,2020-10-09,84.74,85.75,82.35,83.1,80354400,USD
196,2020-10-12,83.74,85.12,83.18,84.29,47669700,USD
197,2020-10-13,85.0,86.07,84.02,85.28,42764096,USD
198,2020-10-14,85.94,85.94,83.51,84.21,40446736,USD
199,2020-10-15,83.51,84.71,82.46,83.13,33696416,USD
200,2020-10-16,83.54,83.99,82.41,83.17,31474300,USD
201,2020-10-19,83.66,84.63,81.59,82.0,36689112,USD
202,2020-10-20,82.13,82.67,80.67,81.56,38219416,USD
203,2020-10-21,81.8,81.83,79.2,79.2,36426408,USD
204,2020-10-22,79.61,80.82,78.42,79.42,38006800,USD
205,2020-10-23,80.93,81.99,79.33,81.96,46557700,USD
