,Date,Open,High,Low,Close,Volume,Currency
0,2020-01-02,74.06,75.15,73.8,75.09,135647456,USD
1,2020-01-03,74.29,75.14,74.12,74.36,146535520,USD
2,2020-01-06,73.45,74.99,73.19,74.95,118578576,USD
3,2020-01-07,74.96,75.22,74.37,74.6,111510624,USD
4,2020-01-08,74.29,76.11,74.29,75.8,132363784,USD
5,2020-01-09,76.81,77.61,76.55,77.41,170486176,USD
6,2020-01-10,77.65,78.17,77.06,77.58,140869088,USD
7,2020-01-13,77.91,79.27,77.79,79.24,122086888,USD
8,2020-01-14,79.17,79.39,78.04,78.17,162613824,USD
9,2020-01-15,77.96,78.88,77.39,77.83,121923528,USD
10,2020-01-16,78.4,78.92,78.02,78.81,108829016,USD
11,2020-01-17,79.07,79.69,78.75,79.68,137816464,USD
12,2020-01-21,79.3,79.75,79.0,79.14,110843256,USD
13,2020-01-22,79.64,80.0,79.33,79.42,101832464,USD
14,2020-01-23,79.48,79.89,78.91,79.81,104471968,USD
15,2020-01-24,80.06,80.83,79.38,79.58,146537520,USD
16,2020-01-27,77.52,77.94,76.22,77.24,161940016,USD
17,2020-01-28,78.15,79.6,78.05,79.42,162233952,USD
18,2020-01-29,81.11,81.96,80.34,81.08,216599712,USD
19,2020-01-30,80.14,81.02,79.69,80.97,126743232,USD
20,2020-01-31,80.23,80.67,77.07,77.38,199588384,USD
21,2020-02-03,76.08,78.37,75.56,77.17,173985600,USD
22,2020-02-04,78.83,79.91,78.41,79.71,136616544,USD
23,2020-02-05,80.88,81.19,79.74,80.36,118826872,USD
24,2020-02-06,80.64,81.31,80.07,81.3,105425536,USD
25,2020-02-07,80.59,80.85,79.5,80.01,117684048,USD
26,2020-02-10,78.55,80.39,78.46,80.39,109348864,USD
27,2020-02-11,80.9,80.97,79.68,79.9,94323120,USD
28,2020-02-12,80.37,81.81,80.37,81.8,113730288,USD
29,2020-02-13,81.05,81.56,80.84,81.22,94747568,USD
30,2020-02-14,81.19,81.5,80.71,81.24,80113792,USD
31,2020-02-18,78.84,79.94,78.65,79.75,152762176,USD
32,2020-02-19,80.0,81.14,80.0,80.91,93983968,USD
33,2020-02-20,80.66,81.16,79.55,80.08,100565952,USD
34,2020-02-21,79.66,80.11,77.62,78.26,129705664,USD
35,2020-02-24,74.31,76.05,72.31,74.55,222195312,USD
36,2020-02-25,75.24,75.63,71.53,72.02,230673456,USD
37,2020-02-26,71.63,74.47,71.62,73.16,198713728,USD
38,2020-02-27,70.28,71.5,68.24,68.38,320605536,USD
39,2020-02-28,64.31,69.6,64.09,68.34,426884928,USD
40,2020-03-02,70.57,75.36,69.43,74.7,341397344,USD
41,2020-03-03,75.92,76.0,71.45,72.33,319475392,USD
42,2020-03-04,74.11,75.85,73.28,75.69,219178272,USD
43,2020-03-05,73.88,74.89,72.85,73.23,187572880,USD
44,2020-03-06,70.5,72.7,70.31,72.26,226176992,USD
45,2020-03-09,65.94,69.52,65.75,66.54,286744832,USD
46,2020-03-10,69.28,71.61,67.34,71.33,285290080,USD
47,2020-03-11,69.35,70.31,67.97,68.86,256379872,USD
48,2020-03-12,63.98,67.5,62.0,62.06,418474080,USD
49,2020-03-13,66.22,69.98,63.24,69.49,370732128,USD
50,2020-03-16,60.49,64.77,60.0,60.55,322423456,USD
51,2020-03-17,61.88,64.4,59.6,63.22,324055872,USD
52,2020-03-18,59.94,62.5,59.28,61.67,300233632,USD
53,2020-03-19,61.85,63.21,60.65,61.2,271857024,USD
